precision,recall,f1_score,execution_time,threshold,two_step,bleu_1,bleu_2,bleu_3,bleu_4,prompt_token_count,candidates_token_count,total_token_count,total_calls,tp,fp,fn
0,0.0,0,20.60623574256897,0.125,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,559
0,0.0,0,20.419235229492188,0.125,False,0.0,0.0,0.0,0.0,0,0,0,0,0,0,559
0,0.0,0,20.436663150787354,0.25,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,559
0,0.0,0,20.43515419960022,0.25,False,0.0,0.0,0.0,0.0,0,0,0,0,0,0,559
0.3333333333333333,0.014311270125223614,0.0274442538593482,23.831314086914062,0.375,True,0.1673839859515798,0.06960577066475139,0.0467032642581653,0.037420483719224726,8774,49,8823,49,8,16,551
0.1951219512195122,0.014311270125223614,0.026666666666666665,21.85994291305542,0.375,False,0.16762506125755045,0.07002527082367246,0.04704820997095076,0.03755034614235434,0,0,0,0,8,33,551
0.7855626326963907,0.6618962432915921,0.7184466019417476,42.94112539291382,0.5,True,0.7833895531495894,0.6936401544585923,0.6555964563143809,0.6340231015290199,103112,617,103729,617,370,101,189
0.6696428571428571,0.6708407871198568,0.6702412868632708,21.795300722122192,0.5,False,0.7860657468519542,0.6973198234202183,0.6598481126791682,0.6390557266573791,0,0,0,0,375,185,184
0.7753164556962026,0.8765652951699463,0.8228379513014273,48.36333608627319,0.625,True,0.9178527031051181,0.8430529193890445,0.8133871301144265,0.7951136164261815,131826,799,132625,799,490,142,69
0.6766712141882674,0.8872987477638641,0.7678018575851393,21.83550524711609,0.625,False,0.9224169531287919,0.8491295297606942,0.8202847489909036,0.8022964110684437,0,0,0,0,496,237,63
0.7557251908396947,0.8855098389982111,0.815485996705107,48.812246322631836,0.75,True,0.9269743939429338,0.8496493289486157,0.8178206796548655,0.7976881783098627,135003,820,135823,820,495,160,64
0.6769436997319035,0.9033989266547406,0.7739463601532567,21.81307291984558,0.75,False,0.9327486768075344,0.8573518477122536,0.8272692305162228,0.8077636015216573,0,0,0,0,505,241,54
0.765990639625585,0.8783542039355993,0.8183333333333332,48.88538146018982,0.875,True,0.9195046330653723,0.8435529730418059,0.8124072601323433,0.7918821915307488,135003,820,135823,820,491,150,68
0.6769436997319035,0.9033989266547406,0.7739463601532567,21.776707887649536,0.875,False,0.9327486768075344,0.8573518477122536,0.8272692305162228,0.8077636015216573,0,0,0,0,505,241,54
0.7807570977917981,0.8855098389982111,0.8298407376362112,27.04894709587097,0.5,,0.9265339141950175,0.8505014388369607,0.8202962893408793,0.8003318204792608,135003,820,135823,820,495,139,64
0,0.0,0,20.389777898788452,0,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,559
0,0.0,0,20.42574429512024,0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,0,559
0.7689922480620155,0.8872987477638641,0.8239202657807309,49.10818696022034,1,True,0.9241746800255276,0.8495675260717165,0.8196804591349739,0.8002158442207294,135003,820,135823,820,496,149,63
0.6769436997319035,1.0,0.7739463601532567,22.21445655822754,1,False,0.9327486768075344,0.8573518477122536,0.8272692305162228,0.8077636015216573,0,0,0,0,505,241,0
